"","country","code","year","unemp_rate"
"1","Australia","AUS","2003",5.92842
"2","Australia","AUS","2004",5.396734
"3","Australia","AUS","2005",5.033881
"4","Australia","AUS","2006",4.78524
"5","Australia","AUS","2007",4.379151
"6","Australia","AUS","2008",4.23433
"7","Australia","AUS","2009",5.560385
"8","Australia","AUS","2010",5.21334
"9","Australia","AUS","2011",5.081195
"10","Australia","AUS","2012",5.223376
"11","Australia","AUS","2013",5.66194
"12","Australia","AUS","2014",6.077244
"13","Australia","AUS","2015",6.056423
"14","Australia","AUS","2016",5.710809
"15","Australia","AUS","2017",5.595881
"16","Australia","AUS","2018",5.30767
"17","Australia","AUS","2019",5.166878
"18","Australia","AUS","2020",6.463281
"19","Australia","AUS","2021",5.113611
"20","Australia","AUS","2022",3.705759
"21","Austria","AUT","2003",4.758333
"22","Austria","AUT","2004",5.891667
"23","Austria","AUT","2005",6.033333
"24","Austria","AUT","2006",5.641667
"25","Austria","AUT","2007",5.216667
"26","Austria","AUT","2008",4.441667
"27","Austria","AUT","2009",5.666667
"28","Austria","AUT","2010",5.191667
"29","Austria","AUT","2011",4.9
"30","Austria","AUT","2012",5.191667
"31","Austria","AUT","2013",5.725
"32","Austria","AUT","2014",6.033333
"33","Austria","AUT","2015",6.15
"34","Austria","AUT","2016",6.45
"35","Austria","AUT","2017",5.925
"36","Austria","AUT","2018",5.208333
"37","Austria","AUT","2019",4.841667
"38","Austria","AUT","2020",6.025
"39","Austria","AUT","2021",6.2
"40","Austria","AUT","2022",4.758333
"41","Belgium","BEL","2003",8.175
"42","Belgium","BEL","2004",8.391666
"43","Belgium","BEL","2005",8.433333
"44","Belgium","BEL","2006",8.25
"45","Belgium","BEL","2007",7.483333
"46","Belgium","BEL","2008",6.975
"47","Belgium","BEL","2009",7.991667
"48","Belgium","BEL","2010",8.375
"49","Belgium","BEL","2011",7.216667
"50","Belgium","BEL","2012",7.633333
"51","Belgium","BEL","2013",8.55
"52","Belgium","BEL","2014",8.658334
"53","Belgium","BEL","2015",8.65
"54","Belgium","BEL","2016",7.85
"55","Belgium","BEL","2017",7.1
"56","Belgium","BEL","2018",5.958333
"57","Belgium","BEL","2019",5.366667
"58","Belgium","BEL","2020",5.541667
"59","Belgium","BEL","2021",6.275
"60","Belgium","BEL","2022",5.575
"61","Canada","CAN","2003",7.575
"62","Canada","CAN","2004",7.191667
"63","Canada","CAN","2005",6.758333
"64","Canada","CAN","2006",6.466667
"65","Canada","CAN","2007",6.166667
"66","Canada","CAN","2008",6.291667
"67","Canada","CAN","2009",8.45
"68","Canada","CAN","2010",8.175
"69","Canada","CAN","2011",7.633333
"70","Canada","CAN","2012",7.4
"71","Canada","CAN","2013",7.15
"72","Canada","CAN","2014",7.033333
"73","Canada","CAN","2015",6.941667
"74","Canada","CAN","2016",7.025
"75","Canada","CAN","2017",6.425
"76","Canada","CAN","2018",5.841667
"77","Canada","CAN","2019",5.691667
"78","Canada","CAN","2020",9.691667
"79","Canada","CAN","2021",7.541667
"80","Canada","CAN","2022",5.3
"81","Czechia","CZE","2003",7.775
"82","Czechia","CZE","2004",8.291667
"83","Czechia","CZE","2005",7.941667
"84","Czechia","CZE","2006",7.133333
"85","Czechia","CZE","2007",5.325
"86","Czechia","CZE","2008",4.408333
"87","Czechia","CZE","2009",6.683333
"88","Czechia","CZE","2010",7.291667
"89","Czechia","CZE","2011",6.716667
"90","Czechia","CZE","2012",6.975
"91","Czechia","CZE","2013",6.966667
"92","Czechia","CZE","2014",6.116667
"93","Czechia","CZE","2015",5.058333
"94","Czechia","CZE","2016",3.966667
"95","Czechia","CZE","2017",2.908333
"96","Czechia","CZE","2018",2.266667
"97","Czechia","CZE","2019",2.016667
"98","Czechia","CZE","2020",2.55
"99","Czechia","CZE","2021",2.808333
"100","Czechia","CZE","2022",2.4
"101","Denmark","DNK","2003",5.408333
"102","Denmark","DNK","2004",5.5
"103","Denmark","DNK","2005",4.841667
"104","Denmark","DNK","2006",3.908333
"105","Denmark","DNK","2007",3.75
"106","Denmark","DNK","2008",3.683333
"107","Denmark","DNK","2009",6.408333
"108","Denmark","DNK","2010",7.75
"109","Denmark","DNK","2011",7.758333
"110","Denmark","DNK","2012",7.783333
"111","Denmark","DNK","2013",7.375
"112","Denmark","DNK","2014",6.925
"113","Denmark","DNK","2015",6.266667
"114","Denmark","DNK","2016",5.983333
"115","Denmark","DNK","2017",5.816667
"116","Denmark","DNK","2018",5.15
"117","Denmark","DNK","2019",5.025
"118","Denmark","DNK","2020",5.625
"119","Denmark","DNK","2021",5.1
"120","Denmark","DNK","2022",4.475
"121","Finland","FIN","2003",9.008333
"122","Finland","FIN","2004",8.825
"123","Finland","FIN","2005",8.4
"124","Finland","FIN","2006",7.716667
"125","Finland","FIN","2007",6.866667
"126","Finland","FIN","2008",6.366667
"127","Finland","FIN","2009",8.366667
"128","Finland","FIN","2010",8.541667
"129","Finland","FIN","2011",7.966667
"130","Finland","FIN","2012",7.808333
"131","Finland","FIN","2013",8.3
"132","Finland","FIN","2014",8.75
"133","Finland","FIN","2015",9.458333
"134","Finland","FIN","2016",8.916667
"135","Finland","FIN","2017",8.766666
"136","Finland","FIN","2018",7.433333
"137","Finland","FIN","2019",6.741667
"138","Finland","FIN","2020",7.725
"139","Finland","FIN","2021",7.675
"140","Finland","FIN","2022",6.766667
"141","France","FRA","2003",8.516666
"142","France","FRA","2004",8.9
"143","France","FRA","2005",8.883333
"144","France","FRA","2006",8.85
"145","France","FRA","2007",8.016666
"146","France","FRA","2008",7.433333
"147","France","FRA","2009",9.116667
"148","France","FRA","2010",9.275
"149","France","FRA","2011",9.216666
"150","France","FRA","2012",9.758333
"151","France","FRA","2013",10.3
"152","France","FRA","2014",10.275
"153","France","FRA","2015",10.35
"154","France","FRA","2016",10.06667
"155","France","FRA","2017",9.425
"156","France","FRA","2018",9.025
"157","France","FRA","2019",8.433333
"158","France","FRA","2020",8.033334
"159","France","FRA","2021",7.875
"160","France","FRA","2022",7.316667
"161","Germany","DEU","2003",9.808333
"162","Germany","DEU","2004",10.5
"163","Germany","DEU","2005",11.28333
"164","Germany","DEU","2006",10.275
"165","Germany","DEU","2007",8.541667
"166","Germany","DEU","2008",7.425
"167","Germany","DEU","2009",7.225
"168","Germany","DEU","2010",6.575
"169","Germany","DEU","2011",5.516667
"170","Germany","DEU","2012",5.083333
"171","Germany","DEU","2013",4.95
"172","Germany","DEU","2014",4.708333
"173","Germany","DEU","2015",4.366667
"174","Germany","DEU","2016",3.908333
"175","Germany","DEU","2017",3.566667
"176","Germany","DEU","2018",3.208333
"177","Germany","DEU","2019",2.975
"178","Germany","DEU","2020",3.625
"179","Germany","DEU","2021",3.575
"180","Germany","DEU","2022",3.066667
"181","Greece","GRC","2003",9.741667
"182","Greece","GRC","2004",10.60833
"183","Greece","GRC","2005",10.00833
"184","Greece","GRC","2006",9.033334
"185","Greece","GRC","2007",8.416667
"186","Greece","GRC","2008",7.766667
"187","Greece","GRC","2009",9.75
"188","Greece","GRC","2010",12.95833
"189","Greece","GRC","2011",18.09167
"190","Greece","GRC","2012",24.80833
"191","Greece","GRC","2013",27.825
"192","Greece","GRC","2014",26.65
"193","Greece","GRC","2015",24.98333
"194","Greece","GRC","2016",23.875
"195","Greece","GRC","2017",21.84167
"196","Greece","GRC","2018",19.74167
"197","Greece","GRC","2019",17.88333
"198","Greece","GRC","2020",17.61667
"199","Greece","GRC","2021",14.79167
"200","Greece","GRC","2022",12.45833
"201","Hungary","HUN","2003",5.741667
"202","Hungary","HUN","2004",6.066667
"203","Hungary","HUN","2005",7.175
"204","Hungary","HUN","2006",7.458333
"205","Hungary","HUN","2007",7.391667
"206","Hungary","HUN","2008",7.8
"207","Hungary","HUN","2009",9.675
"208","Hungary","HUN","2010",10.8
"209","Hungary","HUN","2011",10.65833
"210","Hungary","HUN","2012",10.58333
"211","Hungary","HUN","2013",9.633333
"212","Hungary","HUN","2014",7.458333
"213","Hungary","HUN","2015",6.516667
"214","Hungary","HUN","2016",4.883333
"215","Hungary","HUN","2017",4.05
"216","Hungary","HUN","2018",3.525
"217","Hungary","HUN","2019",3.25
"218","Hungary","HUN","2020",4.141667
"219","Hungary","HUN","2021",4.041667
"220","Hungary","HUN","2022",3.616667
"221","Iceland","ISL","2003",3.516667
"222","Iceland","ISL","2004",3.408333
"223","Iceland","ISL","2005",2.883333
"224","Iceland","ISL","2006",3.208333
"225","Iceland","ISL","2007",2.475
"226","Iceland","ISL","2008",3.333333
"227","Iceland","ISL","2009",8.016666
"228","Iceland","ISL","2010",8.3
"229","Iceland","ISL","2011",7.675
"230","Iceland","ISL","2012",6.633333
"231","Iceland","ISL","2013",5.841667
"232","Iceland","ISL","2014",5.408333
"233","Iceland","ISL","2015",4.508333
"234","Iceland","ISL","2016",3.341667
"235","Iceland","ISL","2017",3.283333
"236","Iceland","ISL","2018",3.1
"237","Iceland","ISL","2019",3.933333
"238","Iceland","ISL","2020",6.433333
"239","Iceland","ISL","2021",6.008333
"240","Iceland","ISL","2022",3.75
"241","Ireland","IRL","2003",4.85
"242","Ireland","IRL","2004",4.741667
"243","Ireland","IRL","2005",4.633333
"244","Ireland","IRL","2006",4.791667
"245","Ireland","IRL","2007",5
"246","Ireland","IRL","2008",6.791667
"247","Ireland","IRL","2009",12.65833
"248","Ireland","IRL","2010",14.575
"249","Ireland","IRL","2011",15.40833
"250","Ireland","IRL","2012",15.48333
"251","Ireland","IRL","2013",13.775
"252","Ireland","IRL","2014",11.88333
"253","Ireland","IRL","2015",9.925
"254","Ireland","IRL","2016",8.408334
"255","Ireland","IRL","2017",6.733333
"256","Ireland","IRL","2018",5.775
"257","Ireland","IRL","2019",4.975
"258","Ireland","IRL","2020",5.85
"259","Ireland","IRL","2021",6.266667
"260","Ireland","IRL","2022",4.5
"261","Italy","ITA","2003",8.433333
"262","Italy","ITA","2004",8.05
"263","Italy","ITA","2005",7.783333
"264","Italy","ITA","2006",6.866667
"265","Italy","ITA","2007",6.15
"266","Italy","ITA","2008",6.775
"267","Italy","ITA","2009",7.875
"268","Italy","ITA","2010",8.541667
"269","Italy","ITA","2011",8.508333
"270","Italy","ITA","2012",10.88333
"271","Italy","ITA","2013",12.36667
"272","Italy","ITA","2014",12.825
"273","Italy","ITA","2015",12
"274","Italy","ITA","2016",11.75
"275","Italy","ITA","2017",11.25833
"276","Italy","ITA","2018",10.6
"277","Italy","ITA","2019",9.933333
"278","Italy","ITA","2020",9.3
"279","Italy","ITA","2021",9.558333
"280","Italy","ITA","2022",8.075
"281","Japan","JPN","2003",5.258333
"282","Japan","JPN","2004",4.716667
"283","Japan","JPN","2005",4.425
"284","Japan","JPN","2006",4.141667
"285","Japan","JPN","2007",3.841667
"286","Japan","JPN","2008",3.991667
"287","Japan","JPN","2009",5.066667
"288","Japan","JPN","2010",5.05
"289","Japan","JPN","2011",4.583333
"290","Japan","JPN","2012",4.35
"291","Japan","JPN","2013",4.025
"292","Japan","JPN","2014",3.591667
"293","Japan","JPN","2015",3.375
"294","Japan","JPN","2016",3.116667
"295","Japan","JPN","2017",2.808333
"296","Japan","JPN","2018",2.441667
"297","Japan","JPN","2019",2.35
"298","Japan","JPN","2020",2.775
"299","Japan","JPN","2021",2.816667
"300","Japan","JPN","2022",2.6
"301","South Korea","KOR","2003",3.55
"302","South Korea","KOR","2004",3.658333
"303","South Korea","KOR","2005",3.75
"304","South Korea","KOR","2006",3.475
"305","South Korea","KOR","2007",3.258333
"306","South Korea","KOR","2008",3.175
"307","South Korea","KOR","2009",3.633333
"308","South Korea","KOR","2010",3.708333
"309","South Korea","KOR","2011",3.408333
"310","South Korea","KOR","2012",3.225
"311","South Korea","KOR","2013",3.1
"312","South Korea","KOR","2014",3.491667
"313","South Korea","KOR","2015",3.591667
"314","South Korea","KOR","2016",3.675
"315","South Korea","KOR","2017",3.683333
"316","South Korea","KOR","2018",3.833333
"317","South Korea","KOR","2019",3.783333
"318","South Korea","KOR","2020",3.941667
"319","South Korea","KOR","2021",3.675
"320","South Korea","KOR","2022",2.883333
"321","Luxembourg","LUX","2003",3.808333
"322","Luxembourg","LUX","2004",4.95
"323","Luxembourg","LUX","2005",4.65
"324","Luxembourg","LUX","2006",4.575
"325","Luxembourg","LUX","2007",4.166667
"326","Luxembourg","LUX","2008",4.916667
"327","Luxembourg","LUX","2009",5.116667
"328","Luxembourg","LUX","2010",4.583333
"329","Luxembourg","LUX","2011",4.833333
"330","Luxembourg","LUX","2012",5.066667
"331","Luxembourg","LUX","2013",5.875
"332","Luxembourg","LUX","2014",6.05
"333","Luxembourg","LUX","2015",6.458333
"334","Luxembourg","LUX","2016",6.333333
"335","Luxembourg","LUX","2017",5.616667
"336","Luxembourg","LUX","2018",5.5
"337","Luxembourg","LUX","2019",5.591667
"338","Luxembourg","LUX","2020",6.691667
"339","Luxembourg","LUX","2021",5.425
"340","Luxembourg","LUX","2022",4.566667
"341","Mexico","MEX","2003",3.405833
"342","Mexico","MEX","2004",3.915833
"343","Mexico","MEX","2005",3.595785
"344","Mexico","MEX","2006",3.596744
"345","Mexico","MEX","2007",3.721604
"346","Mexico","MEX","2008",3.974655
"347","Mexico","MEX","2009",5.479068
"348","Mexico","MEX","2010",5.380876
"349","Mexico","MEX","2011",5.233573
"350","Mexico","MEX","2012",4.952769
"351","Mexico","MEX","2013",4.929466
"352","Mexico","MEX","2014",4.828958
"353","Mexico","MEX","2015",4.352943
"354","Mexico","MEX","2016",3.881356
"355","Mexico","MEX","2017",3.419046
"356","Mexico","MEX","2018",3.320195
"357","Mexico","MEX","2019",3.490462
"358","Mexico","MEX","2020",4.431634
"359","Mexico","MEX","2021",4.138621
"360","Mexico","MEX","2022",3.273771
"361","Netherlands","NLD","2003",5.908333
"362","Netherlands","NLD","2004",6.775
"363","Netherlands","NLD","2005",6.958333
"364","Netherlands","NLD","2006",6.083333
"365","Netherlands","NLD","2007",5.308333
"366","Netherlands","NLD","2008",4.758333
"367","Netherlands","NLD","2009",5.425
"368","Netherlands","NLD","2010",6.066667
"369","Netherlands","NLD","2011",6.05
"370","Netherlands","NLD","2012",6.816667
"371","Netherlands","NLD","2013",8.191667
"372","Netherlands","NLD","2014",8.35
"373","Netherlands","NLD","2015",7.891667
"374","Netherlands","NLD","2016",7
"375","Netherlands","NLD","2017",5.875
"376","Netherlands","NLD","2018",4.866667
"377","Netherlands","NLD","2019",4.433333
"378","Netherlands","NLD","2020",4.85
"379","Netherlands","NLD","2021",4.225
"380","Netherlands","NLD","2022",3.541667
"381","New Zealand","NZL","2003",4.775
"382","New Zealand","NZL","2004",4.025
"383","New Zealand","NZL","2005",3.825
"384","New Zealand","NZL","2006",3.85
"385","New Zealand","NZL","2007",3.575
"386","New Zealand","NZL","2008",4.025
"387","New Zealand","NZL","2009",5.875
"388","New Zealand","NZL","2010",6.225
"389","New Zealand","NZL","2011",6.025
"390","New Zealand","NZL","2012",6.475
"391","New Zealand","NZL","2013",5.85
"392","New Zealand","NZL","2014",5.425
"393","New Zealand","NZL","2015",5.4
"394","New Zealand","NZL","2016",5.125
"395","New Zealand","NZL","2017",4.725
"396","New Zealand","NZL","2018",4.325
"397","New Zealand","NZL","2019",4.1
"398","New Zealand","NZL","2020",4.6
"399","New Zealand","NZL","2021",3.8
"400","New Zealand","NZL","2022",3.275
"401","Norway","NOR","2003",4.208333
"402","Norway","NOR","2004",4.275
"403","Norway","NOR","2005",4.525
"404","Norway","NOR","2006",3.6
"405","Norway","NOR","2007",2.716667
"406","Norway","NOR","2008",2.933333
"407","Norway","NOR","2009",3.458333
"408","Norway","NOR","2010",3.958333
"409","Norway","NOR","2011",3.566667
"410","Norway","NOR","2012",3.483333
"411","Norway","NOR","2013",3.933333
"412","Norway","NOR","2014",3.775
"413","Norway","NOR","2015",4.691667
"414","Norway","NOR","2016",4.908333
"415","Norway","NOR","2017",4.366667
"416","Norway","NOR","2018",3.991667
"417","Norway","NOR","2019",3.875
"418","Norway","NOR","2020",4.75
"419","Norway","NOR","2021",4.458333
"420","Norway","NOR","2022",3.233333
"421","Poland","POL","2003",19.75
"422","Poland","POL","2004",19.14167
"423","Poland","POL","2005",17.925
"424","Poland","POL","2006",13.96667
"425","Poland","POL","2007",9.608334
"426","Poland","POL","2008",7.041667
"427","Poland","POL","2009",8.125
"428","Poland","POL","2010",9.983334
"429","Poland","POL","2011",9.95
"430","Poland","POL","2012",10.39167
"431","Poland","POL","2013",10.60833
"432","Poland","POL","2014",9.208333
"433","Poland","POL","2015",7.683333
"434","Poland","POL","2016",6.283333
"435","Poland","POL","2017",4.958333
"436","Poland","POL","2018",3.883333
"437","Poland","POL","2019",3.308333
"438","Poland","POL","2020",3.216667
"439","Poland","POL","2021",3.375
"440","Poland","POL","2022",2.891667
"441","Portugal","PRT","2003",7.808333
"442","Portugal","PRT","2004",8.166667
"443","Portugal","PRT","2005",9.233334
"444","Portugal","PRT","2006",9.3
"445","Portugal","PRT","2007",9.583333
"446","Portugal","PRT","2008",9.241667
"447","Portugal","PRT","2009",11.225
"448","Portugal","PRT","2010",12.58333
"449","Portugal","PRT","2011",13.51667
"450","Portugal","PRT","2012",16.575
"451","Portugal","PRT","2013",17.175
"452","Portugal","PRT","2014",14.65
